country,country_code_2_digit,country_code_3_digit,population,reported_date,icu_occupancy_count,hospital_occupancy_count,source
Hungary,HU,HUN,9772756,2020-08-11,5,62,JRC
Iceland,IS,ISL,356991,2020-08-11,1,1,Country_Website
Denmark,DK,DNK,5806081,2020-07-23,3,19,Country_Website
Estonia,EE,EST,1324820,2020-07-23,2,3,Country_API
France,FR,FRA,67012883,2020-07-23,411,5915,Country_Website
Hungary,HU,HUN,9772756,2020-07-23,4,76,JRC
Iceland,IS,ISL,356991,2020-07-23,0,0,Surveillance
Ireland,IE,IRL,4904240,2020-07-23,6,13,Country_Website
Italy,IT,ITA,60359546,2020-07-23,49,762,Country_Github
Latvia,LV,LVA,1919968,2020-07-23,,2,Surveillance
Luxembourg,LU,LUX,613894,2020-07-23,3,52,Country_Website
Netherlands,NL,NLD,17282163,2020-07-23,25,,Other Website
Norway,NO,NOR,5328212,2020-07-23,,3,Country_API
Poland,PL,POL,37972812,2020-07-23,,1626,Surveillance
Portugal,PT,PRT,10276617,2020-07-23,59,431,Country_Website
Slovakia,SK,SVK,5450421,2020-07-23,,16,JRC
Slovenia,SI,SVN,2080908,2020-07-23,2,24,Country_Github
United Kingdom,UK,GBR,66647112,2020-07-23,,1451,Country_Website
Austria,AT,AUT,8858775,2020-07-22,18,111,Country_Website
Belgium,BE,BEL,11455519,2020-07-22,41,191,Country_Website
Bulgaria,BG,BGR,7000039,2020-07-22,31,622,External_Github
Croatia,HR,HRV,4076246,2020-07-22,,143,Country_Website
Czechia,CZ,CZE,10649800,2020-07-22,21,91,Country_Website
Denmark,DK,DNK,5806081,2020-07-22,4,16,Country_Website
Estonia,EE,EST,1324820,2020-07-22,2,3,Country_API
Finland,FI,FIN,5517919,2020-07-22,0,4,External_Github
France,FR,FRA,67012883,2020-07-22,420,6324,Country_Website
Estonia,EE,EST,1324820,2020-07-15,2,4,Country_API
Finland,FI,FIN,5517919,2020-07-15,0,7,External_Github
France,FR,FRA,67012883,2020-07-15,457,6873,Country_Website
Hungary,HU,HUN,9772756,2020-07-15,5,125,JRC
Iceland,IS,ISL,356991,2020-07-15,0,0,Surveillance
Ireland,IE,IRL,4904240,2020-07-15,8,12,Country_Website
Italy,IT,ITA,60359546,2020-07-15,57,854,Country_Github
Latvia,LV,LVA,1919968,2020-07-15,,3,Surveillance
Luxembourg,LU,LUX,613894,2020-07-15,5,42,Country_Website
Netherlands,NL,NLD,17282163,2020-07-15,25,,Other Website
Norway,NO,NOR,5328212,2020-07-15,,5,Country_API
Poland,PL,POL,37972812,2020-07-15,,1575,Surveillance
Portugal,PT,PRT,10276617,2020-07-15,68,478,Country_Website
Romania,RO,ROU,19414458,2020-07-15,248,,Country_Website
Slovakia,SK,SVK,5450421,2020-07-15,,13,JRC
Slovenia,SI,SVN,2080908,2020-07-15,2,16,Country_Github
United Kingdom,UK,GBR,66647112,2020-07-15,,1838,Country_Website
Austria,AT,AUT,8858775,2020-07-14,9,83,Country_Website
Belgium,BE,BEL,11455519,2020-07-14,27,147,Country_Website
Bulgaria,BG,BGR,7000039,2020-07-14,29,529,External_Github
Croatia,HR,HRV,4076246,2020-07-14,,129,Country_Website
Czechia,CZ,CZE,10649800,2020-07-14,17,70,Country_Website
Denmark,DK,DNK,5806081,2020-07-14,6,17,Country_Website
Estonia,EE,EST,1324820,2020-07-14,2,4,Country_API
France,FR,FRA,67012883,2020-07-14,465,6907,Country_Website
Czechia,CZ,CZE,10649800,2020-07-07,11,77,Country_Website
Denmark,DK,DNK,5806081,2020-07-07,5,17,Country_Website
Estonia,EE,EST,1324820,2020-07-07,1,3,Country_API
France,FR,FRA,67012883,2020-07-07,511,7550,Country_Website
Hungary,HU,HUN,9772756,2020-07-07,7,142,JRC
Iceland,IS,ISL,356991,2020-07-07,0,0,Surveillance
Ireland,IE,IRL,4904240,2020-07-07,9,20,Country_Website
Italy,IT,ITA,60359546,2020-07-07,70,1010,Country_Github
Latvia,LV,LVA,1919968,2020-07-07,,5,Surveillance
Luxembourg,LU,LUX,613894,2020-07-07,1,24,Country_Website
Netherlands,NL,NLD,17282163,2020-07-07,32,,Other Website
Norway,NO,NOR,5328212,2020-07-07,,9,Country_API
Poland,PL,POL,37972812,2020-07-07,,1658,Surveillance
Portugal,PT,PRT,10276617,2020-07-07,76,511,Country_Website
Romania,RO,ROU,19414458,2020-07-07,231,,Country_Website
Slovakia,SK,SVK,5450421,2020-07-07,,12,JRC
Slovenia,SI,SVN,2080908,2020-07-07,0,12,Country_Github
United Kingdom,UK,GBR,66647112,2020-07-07,,2398,Country_Website
Austria,AT,AUT,8858775,2020-07-06,11,78,Country_Website
Belgium,BE,BEL,11455519,2020-07-06,27,169,Country_Website
Bulgaria,BG,BGR,7000039,2020-07-06,28,458,External_Github
Croatia,HR,HRV,4076246,2020-07-06,,90,Country_Website
Czechia,CZ,CZE,10649800,2020-07-06,10,69,Country_Website
Denmark,DK,DNK,5806081,2020-07-06,7,23,Country_Website
Estonia,EE,EST,1324820,2020-07-06,1,3,Country_API
Iceland,IS,ISL,356991,2020-07-05,0,0,Surveillance
Ireland,IE,IRL,4904240,2020-07-05,10,20,Country_Website
Italy,IT,ITA,60359546,2020-07-05,74,1019,Country_Github
Latvia,LV,LVA,1919968,2020-07-05,,5,Surveillance
Luxembourg,LU,LUX,613894,2020-07-05,3,20,Country_Website
Netherlands,NL,NLD,17282163,2020-07-05,34,,Other Website
Poland,PL,POL,37972812,2020-07-05,,1765,Surveillance
Portugal,PT,PRT,10276617,2020-07-05,73,504,Country_Website
Romania,RO,ROU,19414458,2020-07-05,215,,Country_Website
Slovakia,SK,SVK,5450421,2020-07-05,,11,JRC
Slovenia,SI,SVN,2080908,2020-07-05,0,6,Country_Github
United Kingdom,UK,GBR,66647112,2020-07-05,,2553,Country_Website
Austria,AT,AUT,8858775,2020-07-04,8,68,Country_Website
Belgium,BE,BEL,11455519,2020-07-04,29,170,Country_Website
Bulgaria,BG,BGR,7000039,2020-07-04,29,450,External_Github
Croatia,HR,HRV,4076246,2020-07-04,,85,Country_Website
Czechia,CZ,CZE,10649800,2020-07-04,13,70,Country_Website
Denmark,DK,DNK,5806081,2020-07-04,6,26,Country_Website
Estonia,EE,EST,1324820,2020-07-04,1,3,Country_API
France,FR,FRA,67012883,2020-07-04,517,7863,Country_Website
Hungary,HU,HUN,9772756,2020-07-04,8,140,JRC
Iceland,IS,ISL,356991,2020-07-04,0,0,Surveillance
Ireland,IE,IRL,4904240,2020-07-04,11,22,Country_Website
Italy,IT,ITA,60359546,2020-07-04,71,1011,Country_Github
Latvia,LV,LVA,1919968,2020-07-04,,5,Surveillance
Ireland,IE,IRL,4904240,2020-07-13,10,11,Country_Website
Italy,IT,ITA,60359546,2020-07-13,65,833,Country_Github
Latvia,LV,LVA,1919968,2020-07-13,,4,Surveillance
Luxembourg,LU,LUX,613894,2020-07-13,3,47,Country_Website
Netherlands,NL,NLD,17282163,2020-07-13,28,,Other Website
Norway,NO,NOR,5328212,2020-07-13,,7,Country_API
Poland,PL,POL,37972812,2020-07-13,,1640,Surveillance
Portugal,PT,PRT,10276617,2020-07-13,63,467,Country_Website
Romania,RO,ROU,19414458,2020-07-13,235,,Country_Website
Slovakia,SK,SVK,5450421,2020-07-13,,13,JRC
Slovenia,SI,SVN,2080908,2020-07-13,1,17,Country_Github
United Kingdom,UK,GBR,66647112,2020-07-13,,1964,Country_Website
Austria,AT,AUT,8858775,2020-07-12,10,83,Country_Website
Belgium,BE,BEL,11455519,2020-07-12,27,130,Country_Website
Bulgaria,BG,BGR,7000039,2020-07-12,33,532,External_Github
Croatia,HR,HRV,4076246,2020-07-12,,132,Country_Website
Czechia,CZ,CZE,10649800,2020-07-12,15,64,Country_Website
Denmark,DK,DNK,5806081,2020-07-12,6,18,Country_Website
Estonia,EE,EST,1324820,2020-07-12,2,4,Country_API
France,FR,FRA,67012883,2020-07-12,473,6991,Country_Website
Hungary,HU,HUN,9772756,2020-07-12,5,128,JRC
Iceland,IS,ISL,356991,2020-07-12,0,0,Surveillance
Ireland,IE,IRL,4904240,2020-07-12,11,12,Country_Website
Italy,IT,ITA,60359546,2020-07-12,68,844,Country_Github
Latvia,LV,LVA,1919968,2020-07-12,,3,Surveillance
Italy,IT,ITA,60359546,2020-06-25,103,1618,Country_Github
Latvia,LV,LVA,1919968,2020-06-25,,8,Surveillance
Luxembourg,LU,LUX,613894,2020-06-25,1,13,Country_Website
Malta,MT,MLT,493559,2020-06-25,1,,Surveillance
Netherlands,NL,NLD,17282163,2020-06-25,56,,Other Website
Norway,NO,NOR,5328212,2020-06-25,,18,Country_API
Poland,PL,POL,37972812,2020-06-25,,1974,Surveillance
Portugal,PT,PRT,10276617,2020-06-25,67,436,Country_Website
Romania,RO,ROU,19414458,2020-06-25,199,,Country_Website
Slovakia,SK,SVK,5450421,2020-06-25,,20,JRC
Slovenia,SI,SVN,2080908,2020-06-25,2,7,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-25,,3589,Country_Website
Austria,AT,AUT,8858775,2020-06-24,11,70,Country_Website
Belgium,BE,BEL,11455519,2020-06-24,40,268,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-24,13,362,External_Github
Croatia,HR,HRV,4076246,2020-06-24,,18,Country_Website
Czechia,CZ,CZE,10649800,2020-06-24,13,78,Country_Website
Denmark,DK,DNK,5806081,2020-06-24,8,33,Country_Website
Estonia,EE,EST,1324820,2020-06-24,2,7,Country_API
Finland,FI,FIN,5517919,2020-06-24,2,22,External_Github
France,FR,FRA,67012883,2020-06-24,630,9254,Country_Website
Hungary,HU,HUN,9772756,2020-06-24,13,183,JRC
Iceland,IS,ISL,356991,2020-06-24,0,0,Surveillance
Ireland,IE,IRL,4904240,2020-06-24,9,37,Country_Website
Italy,IT,ITA,60359546,2020-06-24,107,1717,Country_Github
Ireland,IE,IRL,4904240,2020-06-17,21,60,Country_Website
Italy,IT,ITA,60359546,2020-06-17,163,3276,Country_Github
Latvia,LV,LVA,1919968,2020-06-17,,6,Surveillance
Luxembourg,LU,LUX,613894,2020-06-17,2,12,Country_Website
Malta,MT,MLT,493559,2020-06-17,1,,Surveillance
Netherlands,NL,NLD,17282163,2020-06-17,83,,Other Website
Norway,NO,NOR,5328212,2020-06-17,,18,Country_API
Poland,PL,POL,37972812,2020-06-17,,1693,Surveillance
Portugal,PT,PRT,10276617,2020-06-17,69,435,Country_Website
Romania,RO,ROU,19414458,2020-06-17,161,,Country_Website
Slovakia,SK,SVK,5450421,2020-06-17,,18,JRC
Slovenia,SI,SVN,2080908,2020-06-17,1,7,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-17,,4348,Country_Website
Austria,AT,AUT,8858775,2020-06-16,12,78,Country_Website
Belgium,BE,BEL,11455519,2020-06-16,67,371,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-16,14,253,External_Github
Croatia,HR,HRV,4076246,2020-06-16,,4,Country_Website
Czechia,CZ,CZE,10649800,2020-06-16,8,78,Country_Website
Denmark,DK,DNK,5806081,2020-06-16,8,43,Country_Website
Estonia,EE,EST,1324820,2020-06-16,1,12,Country_API
Finland,FI,FIN,5517919,2020-06-16,2,22,External_Github
France,FR,FRA,67012883,2020-06-16,792,10490,Country_Website
Hungary,HU,HUN,9772756,2020-06-16,17,255,JRC
Iceland,IS,ISL,356991,2020-06-16,0,0,Surveillance
Ireland,IE,IRL,4904240,2020-06-16,20,69,Country_Website
France,FR,FRA,67012883,2020-02-26,,4,External_Github
Italy,IT,ITA,60359546,2020-02-26,36,164,Country_Github
Luxembourg,LU,LUX,613894,2020-02-26,0,,Country_Website
France,FR,FRA,67012883,2020-02-25,,2,External_Github
Italy,IT,ITA,60359546,2020-02-25,35,149,Country_Github
Luxembourg,LU,LUX,613894,2020-02-25,0,,Country_Website
Italy,IT,ITA,60359546,2020-02-24,26,127,Country_Github
Luxembourg,LU,LUX,613894,2020-02-24,0,,Country_Website
France,FR,FRA,67012883,2020-02-23,,1,External_Github
France,FR,FRA,67012883,2020-02-21,,1,External_Github
France,FR,FRA,67012883,2020-02-20,,11,External_Github
France,FR,FRA,67012883,2020-02-19,,4,External_Github
France,FR,FRA,67012883,2020-02-15,,7,External_Github
France,FR,FRA,67012883,2020-02-13,1,8,External_Github
France,FR,FRA,67012883,2020-02-12,1,11,External_Github
France,FR,FRA,67012883,2020-02-11,,11,External_Github
France,FR,FRA,67012883,2020-02-10,1,11,External_Github
France,FR,FRA,67012883,2020-02-09,1,11,External_Github
France,FR,FRA,67012883,2020-02-08,1,11,External_Github
France,FR,FRA,67012883,2020-02-07,1,11,External_Github
France,FR,FRA,67012883,2020-02-06,,6,External_Github
France,FR,FRA,67012883,2020-02-05,1,6,External_Github
France,FR,FRA,67012883,2020-02-04,1,6,External_Github
France,FR,FRA,67012883,2020-02-03,1,6,External_Github
France,FR,FRA,67012883,2020-02-02,1,6,External_Github
Latvia,LV,LVA,1919968,2020-07-21,,2,Surveillance
Luxembourg,LU,LUX,613894,2020-07-21,5,60,Country_Website
Netherlands,NL,NLD,17282163,2020-07-21,27,,Other Website
Norway,NO,NOR,5328212,2020-07-21,,7,Country_API
Poland,PL,POL,37972812,2020-07-21,,1607,Surveillance
Portugal,PT,PRT,10276617,2020-07-21,62,439,Country_Website
Romania,RO,ROU,19414458,2020-07-21,297,,Country_Website
Slovakia,SK,SVK,5450421,2020-07-21,,17,JRC
Slovenia,SI,SVN,2080908,2020-07-21,3,22,Country_Github
United Kingdom,UK,GBR,66647112,2020-07-21,,1517,Country_Website
Austria,AT,AUT,8858775,2020-07-20,16,112,Country_Website
Belgium,BE,BEL,11455519,2020-07-20,36,181,Country_Website
Bulgaria,BG,BGR,7000039,2020-07-20,34,610,External_Github
Croatia,HR,HRV,4076246,2020-07-20,,147,Country_Website
Czechia,CZ,CZE,10649800,2020-07-20,18,70,Country_Website
Denmark,DK,DNK,5806081,2020-07-20,3,18,Country_Website
Estonia,EE,EST,1324820,2020-07-20,2,4,Country_API
Finland,FI,FIN,5517919,2020-07-20,1,6,External_Github
France,FR,FRA,67012883,2020-07-20,442,6547,Country_Website
Hungary,HU,HUN,9772756,2020-07-20,5,83,JRC
Iceland,IS,ISL,356991,2020-07-20,0,0,Surveillance
Ireland,IE,IRL,4904240,2020-07-20,8,12,Country_Website
Italy,IT,ITA,60359546,2020-07-20,47,792,Country_Github
Latvia,LV,LVA,1919968,2020-07-20,,3,Surveillance
Luxembourg,LU,LUX,613894,2020-07-20,5,55,Country_Website
Finland,FI,FIN,5517919,2020-07-06,1,19,External_Github
France,FR,FRA,67012883,2020-07-06,521,7806,Country_Website
Hungary,HU,HUN,9772756,2020-07-06,8,144,JRC
Iceland,IS,ISL,356991,2020-07-06,0,0,Surveillance
Ireland,IE,IRL,4904240,2020-07-06,10,19,Country_Website
Italy,IT,ITA,60359546,2020-07-06,72,1018,Country_Github
Latvia,LV,LVA,1919968,2020-07-06,,5,Surveillance
Luxembourg,LU,LUX,613894,2020-07-06,3,22,Country_Website
Netherlands,NL,NLD,17282163,2020-07-06,34,,Other Website
Norway,NO,NOR,5328212,2020-07-06,,11,Country_API
Poland,PL,POL,37972812,2020-07-06,,1790,Surveillance
Portugal,PT,PRT,10276617,2020-07-06,74,513,Country_Website
Romania,RO,ROU,19414458,2020-07-06,227,,Country_Website
Slovakia,SK,SVK,5450421,2020-07-06,,11,JRC
Slovenia,SI,SVN,2080908,2020-07-06,0,11,Country_Github
United Kingdom,UK,GBR,66647112,2020-07-06,,2500,Country_Website
Austria,AT,AUT,8858775,2020-07-05,10,72,Country_Website
Belgium,BE,BEL,11455519,2020-07-05,30,170,Country_Website
Bulgaria,BG,BGR,7000039,2020-07-05,29,463,External_Github
Croatia,HR,HRV,4076246,2020-07-05,,93,Country_Website
Czechia,CZ,CZE,10649800,2020-07-05,13,73,Country_Website
Denmark,DK,DNK,5806081,2020-07-05,6,24,Country_Website
Estonia,EE,EST,1324820,2020-07-05,1,3,Country_API
France,FR,FRA,67012883,2020-07-05,521,7863,Country_Website
Hungary,HU,HUN,9772756,2020-07-05,8,144,JRC
France,FR,FRA,67012883,2020-06-27,594,8715,Country_Website
Hungary,HU,HUN,9772756,2020-06-27,11,174,JRC
Iceland,IS,ISL,356991,2020-06-27,0,0,Surveillance
Ireland,IE,IRL,4904240,2020-06-27,11,22,Country_Website
Italy,IT,ITA,60359546,2020-06-27,97,1357,Country_Github
Latvia,LV,LVA,1919968,2020-06-27,,7,Surveillance
Luxembourg,LU,LUX,613894,2020-06-27,1,13,Country_Website
Malta,MT,MLT,493559,2020-06-27,1,,Surveillance
Netherlands,NL,NLD,17282163,2020-06-27,45,,Other Website
Poland,PL,POL,37972812,2020-06-27,,1869,Surveillance
Portugal,PT,PRT,10276617,2020-06-27,70,442,Country_Website
Romania,RO,ROU,19414458,2020-06-27,199,,Country_Website
Slovakia,SK,SVK,5450421,2020-06-27,,15,JRC
Slovenia,SI,SVN,2080908,2020-06-27,0,8,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-27,,3290,Country_Website
Austria,AT,AUT,8858775,2020-06-26,10,70,Country_Website
Belgium,BE,BEL,11455519,2020-06-26,36,247,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-26,16,384,External_Github
Croatia,HR,HRV,4076246,2020-06-26,,51,Country_Website
Czechia,CZ,CZE,10649800,2020-06-26,10,63,Country_Website
Denmark,DK,DNK,5806081,2020-06-26,11,31,Country_Website
Estonia,EE,EST,1324820,2020-06-26,1,4,Country_API
Finland,FI,FIN,5517919,2020-06-26,1,24,External_Github
France,FR,FRA,67012883,2020-06-26,606,8841,Country_Website
Hungary,HU,HUN,9772756,2020-06-26,13,179,JRC
Hungary,HU,HUN,9772756,2020-08-03,7,74,JRC
Ireland,IE,IRL,4904240,2020-08-03,5,10,Country_Website
Italy,IT,ITA,60359546,2020-08-03,41,775,Country_Github
Latvia,LV,LVA,1919968,2020-08-03,,6,Surveillance
Luxembourg,LU,LUX,613894,2020-08-03,7,59,Country_Website
Netherlands,NL,NLD,17282163,2020-08-03,33,,Other Website
Norway,NO,NOR,5328212,2020-08-03,,14,Country_API
Poland,PL,POL,37972812,2020-08-03,,1841,Country_Website
Portugal,PT,PRT,10276617,2020-08-03,42,390,Country_Website
Romania,RO,ROU,19414458,2020-08-03,419,,Country_Website
Slovakia,SK,SVK,5450421,2020-08-03,,29,JRC
Slovenia,SI,SVN,2080908,2020-08-03,1,20,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-03,,1167,Country_Website
Austria,AT,AUT,8858775,2020-08-02,20,93,Country_Website
Belgium,BE,BEL,11455519,2020-08-02,58,271,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-02,43,793,External_Github
Croatia,HR,HRV,4076246,2020-08-02,,131,Country_Website
Czechia,CZ,CZE,10649800,2020-08-02,19,110,Country_Website
Denmark,DK,DNK,5806081,2020-08-02,2,20,Country_Website
Estonia,EE,EST,1324820,2020-08-02,1,5,Country_API
France,FR,FRA,67012883,2020-08-02,345,5188,Country_Website
Hungary,HU,HUN,9772756,2020-08-02,7,71,JRC
Ireland,IE,IRL,4904240,2020-08-02,4,10,Country_Website
Italy,IT,ITA,60359546,2020-08-02,42,750,Country_Github
Latvia,LV,LVA,1919968,2020-08-02,,4,Surveillance
Luxembourg,LU,LUX,613894,2020-07-04,3,24,Country_Website
Malta,MT,MLT,493559,2020-07-04,0,,Surveillance
Netherlands,NL,NLD,17282163,2020-07-04,36,,Other Website
Poland,PL,POL,37972812,2020-07-04,,1731,Surveillance
Portugal,PT,PRT,10276617,2020-07-04,73,489,Country_Website
Romania,RO,ROU,19414458,2020-07-04,223,,Country_Website
Slovakia,SK,SVK,5450421,2020-07-04,,9,JRC
Slovenia,SI,SVN,2080908,2020-07-04,0,6,Country_Github
United Kingdom,UK,GBR,66647112,2020-07-04,,2592,Country_Website
Austria,AT,AUT,8858775,2020-07-03,7,72,Country_Website
Belgium,BE,BEL,11455519,2020-07-03,32,168,Country_Website
Bulgaria,BG,BGR,7000039,2020-07-03,31,443,External_Github
Croatia,HR,HRV,4076246,2020-07-03,,88,Country_Website
Czechia,CZ,CZE,10649800,2020-07-03,11,71,Country_Website
Denmark,DK,DNK,5806081,2020-07-03,6,27,Country_Website
Estonia,EE,EST,1324820,2020-07-03,1,3,Country_API
Finland,FI,FIN,5517919,2020-07-03,0,20,External_Github
France,FR,FRA,67012883,2020-07-03,533,7946,Country_Website
Hungary,HU,HUN,9772756,2020-07-03,9,150,JRC
Iceland,IS,ISL,356991,2020-07-03,0,0,Surveillance
Ireland,IE,IRL,4904240,2020-07-03,10,20,Country_Website
Italy,IT,ITA,60359546,2020-07-03,79,1035,Country_Github
Latvia,LV,LVA,1919968,2020-07-03,,4,Surveillance
Luxembourg,LU,LUX,613894,2020-07-03,3,17,Country_Website
Malta,MT,MLT,493559,2020-07-03,0,,Surveillance
Iceland,IS,ISL,356991,2020-06-26,0,0,Surveillance
Ireland,IE,IRL,4904240,2020-06-26,12,26,Country_Website
Italy,IT,ITA,60359546,2020-06-26,105,1461,Country_Github
Latvia,LV,LVA,1919968,2020-06-26,,8,Surveillance
Luxembourg,LU,LUX,613894,2020-06-26,1,9,Country_Website
Malta,MT,MLT,493559,2020-06-26,1,,Surveillance
Netherlands,NL,NLD,17282163,2020-06-26,50,,Other Website
Norway,NO,NOR,5328212,2020-06-26,,20,Country_API
Poland,PL,POL,37972812,2020-06-26,,1933,Surveillance
Portugal,PT,PRT,10276617,2020-06-26,67,457,Country_Website
Romania,RO,ROU,19414458,2020-06-26,186,,Country_Website
Slovakia,SK,SVK,5450421,2020-06-26,,14,JRC
Slovenia,SI,SVN,2080908,2020-06-26,1,8,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-26,,3367,Country_Website
Austria,AT,AUT,8858775,2020-06-25,11,71,Country_Website
Belgium,BE,BEL,11455519,2020-06-25,38,256,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-25,16,390,External_Github
Croatia,HR,HRV,4076246,2020-06-25,,42,Country_Website
Czechia,CZ,CZE,10649800,2020-06-25,12,67,Country_Website
Denmark,DK,DNK,5806081,2020-06-25,9,36,Country_Website
Estonia,EE,EST,1324820,2020-06-25,1,5,Country_API
France,FR,FRA,67012883,2020-06-25,623,9096,Country_Website
Hungary,HU,HUN,9772756,2020-06-25,13,182,JRC
Iceland,IS,ISL,356991,2020-06-25,0,0,Surveillance
Ireland,IE,IRL,4904240,2020-06-25,12,30,Country_Website
Latvia,LV,LVA,1919968,2020-06-24,,8,Surveillance
Luxembourg,LU,LUX,613894,2020-06-24,0,13,Country_Website
Malta,MT,MLT,493559,2020-06-24,1,,Surveillance
Netherlands,NL,NLD,17282163,2020-06-24,56,,Other Website
Norway,NO,NOR,5328212,2020-06-24,,16,Country_API
Poland,PL,POL,37972812,2020-06-24,,1965,Surveillance
Portugal,PT,PRT,10276617,2020-06-24,73,429,Country_Website
Romania,RO,ROU,19414458,2020-06-24,186,,Country_Website
Slovakia,SK,SVK,5450421,2020-06-24,,19,JRC
Slovenia,SI,SVN,2080908,2020-06-24,2,7,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-24,,3737,Country_Website
Austria,AT,AUT,8858775,2020-06-23,11,68,Country_Website
Belgium,BE,BEL,11455519,2020-06-23,41,281,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-23,11,341,External_Github
Croatia,HR,HRV,4076246,2020-06-23,,16,Country_Website
Czechia,CZ,CZE,10649800,2020-06-23,9,76,Country_Website
Denmark,DK,DNK,5806081,2020-06-23,8,32,Country_Website
Estonia,EE,EST,1324820,2020-06-23,1,6,Country_API
France,FR,FRA,67012883,2020-06-23,654,9446,Country_Website
Hungary,HU,HUN,9772756,2020-06-23,14,183,JRC
Iceland,IS,ISL,356991,2020-06-23,0,0,Surveillance
Ireland,IE,IRL,4904240,2020-06-23,11,40,Country_Website
Italy,IT,ITA,60359546,2020-06-23,115,1968,Country_Github
Latvia,LV,LVA,1919968,2020-06-23,,9,Surveillance
Luxembourg,LU,LUX,613894,2020-06-23,0,11,Country_Website
Malta,MT,MLT,493559,2020-06-23,1,,Surveillance
Netherlands,NL,NLD,17282163,2020-06-23,60,,Other Website
Norway,NO,NOR,5328212,2020-06-23,,12,Country_API
Poland,PL,POL,37972812,2020-06-23,,1936,Surveillance
Portugal,PT,PRT,10276617,2020-06-23,72,441,Country_Website
Romania,RO,ROU,19414458,2020-06-23,200,,Country_Website
Slovakia,SK,SVK,5450421,2020-06-23,,18,JRC
Slovenia,SI,SVN,2080908,2020-06-23,1,5,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-23,,3846,Country_Website
Belgium,BE,BEL,11455519,2020-06-22,42,293,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-22,13,322,External_Github
Croatia,HR,HRV,4076246,2020-06-22,,9,Country_Website
Czechia,CZ,CZE,10649800,2020-06-22,9,75,Country_Website
Denmark,DK,DNK,5806081,2020-06-22,7,37,Country_Website
Estonia,EE,EST,1324820,2020-06-22,1,6,Country_API
Finland,FI,FIN,5517919,2020-06-22,2,21,External_Github
France,FR,FRA,67012883,2020-06-22,673,9648,Country_Website
Iceland,IS,ISL,356991,2020-06-22,0,0,Surveillance
Ireland,IE,IRL,4904240,2020-06-22,16,43,Country_Website
