country,country_code_2_digit,country_code_3_digit,population,reported_date,confirmed_cases_count,deaths_count,source
Belgium,BE,BEL,11455519,2020-03-28,,128,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-02-17,0,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-01-04,0,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-01-28,0,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-01-18,0,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-01-13,0,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-07-18,,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-09-25,,1,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-05-30,664,,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-03-11,0,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-06-30,,0,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-02-14,0,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-02-09,0,,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-08-31,0,,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-09-25,43,,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-07-11,1003,,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-07-21,,1,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-01-06,0,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-08-30,4941,,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-09-15,844,,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-04-19,1,,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-10-21,,2,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-06-11,,12,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-05-29,,2,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-06-18,758,,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-07-18,,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-03-12,,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-09-01,3,,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-09-18,0,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-04-17,,1,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-04-17,315,,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-03-06,0,,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-04-06,1,,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-08-27,,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-05-25,115,,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-06-01,61,,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-07-15,,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-10-25,1478,,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-01-06,0,0,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-03-03,0,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-04-03,,6,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-04-27,,260,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-08-14,,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-08-22,265,,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-03-23,,4,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-08-01,26,,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-02-23,0,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-02-21,0,0,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-09-18,295,,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-05-07,10559,,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-03-08,,0,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-04-10,,29,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-08-27,,2,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-02-13,0,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-01-02,0,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-07-20,,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-04-21,,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-03-21,9,,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-03-16,,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-08-23,3602,,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-03-17,,0,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-09-08,,57,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-07-09,597,,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-02-15,,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-01-08,0,0,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-03-19,11,,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-05-07,921,,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-09-02,1572,,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-04-28,,1,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-07-27,,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-04-15,868,,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-10-02,86,,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-05-06,,11,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-04-15,15,,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-07-22,226,,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-01-15,0,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-08-26,,5,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-09-20,,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-04-23,2,,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-09-28,,99,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-10-06,2639,,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-04-27,,1,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-09-26,950,,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-10-04,2554,,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-04-01,,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-03-07,0,,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-05-14,227,,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-09-30,,9,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-01-23,0,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-05-17,92,,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-05-02,,0,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-04-18,,18,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-05-03,343,,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-07-06,0,,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-07-05,314,,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-10-11,,0,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-10-01,,33,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-04-20,,8,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-03-22,,0,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-04-16,,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-03-11,98,,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-10-01,,0,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-05-18,,3,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-03-28,55,,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-03-19,10,,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-02-28,1,,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-03-05,,0,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-02-03,,0,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-06-24,0,,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-05-01,,9,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-03-13,6,,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-05-21,4,,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-10-19,0,,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-04-20,,1,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-01-09,0,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-09-14,,2,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-08-22,,5,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-09-29,77,,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-07-23,,6,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-01-22,0,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-08-24,109,,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-07-05,,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-09-11,,2,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-10-09,,15,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-03-09,,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-07-26,5,,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-01-10,0,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-08-22,298,,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-04-03,0,,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-03-30,2,,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-03-11,,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-09-15,289,,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-01-08,0,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-09-28,90,,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-10-17,,0,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-07-12,53,,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-06-12,0,,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-03-25,,21,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-06-15,1,,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-03-14,,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-06-24,,0,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-05-07,,64,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-03-20,13,,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-04-07,115,,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-04-18,,2,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-07-08,,2,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-01-21,0,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-03-16,1,,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-10-14,,0,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-10-02,,6,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-07-02,,4,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-01-29,0,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-08-27,244,,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-03-16,,0,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-06-19,,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-08-18,2,,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-03-17,8,,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-07-24,,9,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-06-18,0,,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-09-06,2836,,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-05-09,39,,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-07-10,97,,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-06-23,,24,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-04-23,722,,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-01-21,0,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-09-01,,4,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-08-24,,2,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-07-16,,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-10-01,0,,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-08-14,,21,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-01-18,0,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-03-01,54,,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-10-01,,13,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-01-14,0,0,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-01-03,0,0,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-09-03,,5,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-05-18,136,,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-05-16,,1,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-03-22,,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-03-15,,1,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-05-02,221,,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-05-30,0,,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-04-25,,6,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-09-26,629,,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-09-15,,9,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-03-18,,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-06-27,,26,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-10-21,,0,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-10-08,,77,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-10-20,,38,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-10-09,4280,,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-10-21,,6,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-04-25,,1,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-04-15,25,,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-09-20,,27,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-03-11,,1,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-09-12,,2,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-10-25,935,,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-07-05,0,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-10-16,,10,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-07-02,23,,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-08-13,1212,,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-10-25,,6,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-03-10,0,,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-04-02,60,,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-10-11,,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-09-20,153,,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-08-10,16,,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-06-30,,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-09-24,2143,,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-06-13,64,,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-09-07,,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-09-12,3,,"Epidemic intelligence, national daily data"
